1,1613249.831,674983.332,7.349
2,1613079.877,674922.727,7.397
3,1612918.338,674867.381,6.99
4,1612734.819,674802.85,7.155
5,1612526.153,674730.693,6.999
6,1612355.732,674650.768,7.228
7,1612173.241,674547.375,7.019
8,1611969.993,674431.993,6.897
9,1611768.255,674306.467,8.315
10,1611640.787,674110.494,8.502
11,1611516.035,673904.412,8.501
12,1611416.286,673740.147,8.331
13,1611326.313,673603.659,6.935
14,1611167.479,673586.525,7.017
15,1610998.653,673582.262,7.044
16,1610791.874,673569.187,6.736
17,1610696.161,673565.368,6.906
18,1610470.89,673490.253,6.431
19,1610225.924,673385.112,6.746
20,1610151.891,673958.427,5.489
21,1610294.554,674263.26,5.425
22,1610431.127,674557.047,5.598
23,1610578.237,674868.79,5.81
24,1610706.206,675140.906,5.909
25,1610831.618,675411.337,5.905
26,1610953.775,675670.705,5.84
27,1611061.088,675901.231,5.807
28,1611202.576,676206.593,6.05
29,1611335.292,676488.898,6.267
30,1611402.456,676703.341,6.328
31,1611204.205,676927.207,6.374
32,1611004.313,677109.774,6.178
33,1610818,677284.02,6.45
34,1610635.043,677446.597,6.219
35,1610445.979,677620.521,6.95
36,1610263.098,677788.09,6.877
37,1610084.128,677951.741,7.036
38,1609910.703,678108.692,6.904
39,1609751.654,678255.132,6.942
40,1609695.514,678342.356,6.733
41,1609652.172,678355.271,6.638
42,1609520.273,678337.315,6.507
43,1609334.906,678300.563,6.65
44,1609122.142,678256.784,6.765
45,1608928.547,678217.249,6.943
46,1608726.384,678173.763,6.86
47,1608637.615,678154.784,7.525
48,1608506.341,678303.023,7.452
49,1608383.625,678443.813,7.837
50,1608249.522,678593.827,7.857
51,1608122.143,678738.315,7.844
52,1607995.364,678882.916,8.097
53,1607857.834,679038.986,8.324
54,1607699.312,679222.56,8.37
55,1607551.381,679385.729,8.204
56,1607431.718,679521.028,8.042
57,1607310.843,679658.399,8.169
58,1607178.154,679808.443,8.387
59,1607038.821,679967.439,8.618
60,1606895.203,680130.436,8.734
61,1606805.454,680234.744,9.052
62,1606735.711,680309.203,9.572
63,1606615.796,680203.603,9.461
64,1606482.415,680085.233,9.496
65,1606311.662,679933.797,9.523
66,1606159.057,679798.163,9.427
67,1606021.566,679675.67,9.333
68,1605868.385,679539.922,9.336
69,1605713.732,679403.656,9.364
70,1605564.193,679270.511,9.697
71,1605405.208,679136.79,9.47
72,1605328.312,679050.616,9.718
73,1605305.136,678932.969,9.601
74,1605330.631,678717.678,8.925
75,1605357.012,678503.804,8.463
76,1605384.92,678267.38,8.498
77,1605408.889,678046.261,8.508
78,1605429.767,677848.321,8.435
79,1605444.195,677652.654,8.394
80,1605375.964,677494.092,8.561
81,1605264.834,677331.801,8.401
82,1605161.244,677179.784,8.51
83,1605069.789,677041.416,8.512
84,1604985.972,676917.951,8.5
85,1604902.021,676790.929,8.615
86,1604806.015,676648.16,8.575
87,1604717.604,676517.853,8.577
88,1604637.629,676399.004,8.608
89,1604565.68,676291.687,8.586
90,1604517.395,676165.726,8.662
91,1604505.422,676014.244,8.517
92,1604495.154,675865.34,8.574
93,1604482.158,675785.073,8.385
94,1604402.333,675699.032,8.516
95,1604260.852,675609.657,8.275
96,1604121.759,675525.883,8.001
97,1604006.23,675438.387,8.103
98,1603914.544,675307.183,7.953
99,1604055.095,675210.157,6.832
100,1604165.495,675137.524,6.62
101,1604274.371,675061.169,6.606
102,1604329.725,674987.964,6.713
103,1604313.596,674847.117,6.396
104,1604274.28,674683.567,6.506
105,1604240.557,674541.72,6.553
106,1604214.018,674420.871,6.563
107,1604186.532,674300.42,6.565
108,1604146.823,674127.247,6.499
109,1604101.715,673937.6,6.493
110,1604076.96,673733.655,6.216
111,1604169.525,673596.606,6.301
112,1604294.315,673456.607,6.57
113,1604427.261,673311.382,6.654
114,1604581.012,673141.016,6.473
115,1604744.098,672960.787,6.434
116,1604901.428,672792.211,5.812
117,1605031.119,672649.498,5.499
118,1605151.814,672511.665,5.52
119,1605018.08,672322.663,5.829
120,1604822.842,672229.159,5.696
121,1604666.677,672157.157,6.14
122,1604599.869,672100.422,6.93
123,1604898.946,671776.79,7.039
124,1605022.231,671645.783,7.434
125,1605150.731,671503.869,7.389
126,1605275.872,671483.153,7.06
127,1605480.419,671540.889,7.639
128,1605651.759,671497.909,7.216
129,1605829.035,671389.18,7.591
130,1606026.304,671279.408,7.459
131,1606235.858,671256.048,7.158
132,1606442.017,671208.291,7.55
133,1606646.813,671132.098,7.453
134,1606798.018,671067.44,7.382
135,1606911.713,670885.877,7.535
136,1606934.441,670687.343,7.433
137,1606940.051,670501.345,7.356
138,1606793.287,670425.436,7.257
139,1606727.087,670347.245,7.32
140,1606765.043,670114.015,7.854
141,1606785.104,669945.192,7.312
142,1606712.642,669717.812,7.75
